ATC;NT;NAZEV;NAZEV_EN
J07AE01;N;cholera, inaktivovaná celobuněčná vakcína;cholera, inactivated, whole cell
J07AE02;N;cholera, živá atenuovaná vakcína;cholera, live attenuated
J07AE51;N;cholera, kombinace s břišním tyfem, inaktivovaná celobuněčná vakcína;cholera, combinations with typhoid vaccine, inactivated, whole cell
J07AF;N;Vakcíny proti difterii;Diphtheria vaccines
J07AF01;N;difterický toxoid;diphtheria toxoid
J07AG;N;Vakcíny proti infekcím vyvolaným haemophilus influenzae typu B;Haemophilus influenzae B vaccines
J07AG01;N;haemophilus influenzae B, purifikovaný antigen konjugovaný;haemophilus influenzae B, purified antigen conjugated
J07AG51;N;haemophilus influenzae B, kombinace s toxoidy;haemophilus influenzae B, combinations with toxoids
J07AG52;N;haemophilus influenzae B, kombinace s pertusí a toxoidy;haemophilus influenzae B, combinations with pertussis and toxoids
J07AG53;N;haemophilus influenzae B-meningococcus C, konjugovaná vakcína;haemophilus influenzae B, combinations with meningococcus C, conjugated
J07AG54;N;haemophilus influenzae B-meningococcus C, Y, konjugovaná vakcína;haemophilus influenza B, combinations with meningococcus C,Y, conjugated
J07AH;N;Vakcíny proti meningokokovým infekcím;Meningococcal vaccines
J07AH01;N;meningococcus A, purifikovaný polysacharidový antigen;meningococcus A, purified polysaccharides antigen
J07AH02;N;jiná meningokoková monovalentní vakcína, purifikovaný polysacharidový antigen;other meningococcal monovalent purified polysaccharides antigen
J07AH03;N;meningococcus A,C, bivakcína, purifikované polysacharidové antigeny;meningococcus A,C, bivalent purified polysaccharides antigen
J07AH04;N;meningococcus A,C,Y,W-135, tetravakcína, purifikované polysacharidové antigeny;meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen
J07AH05;N;jiná meningokokoková polyvalentní vakcína, purifikované polysacharidové antigeny;other meningococcal polyvalent purified polysaccharides antigen
J07AH06;N;meningococcus B, OMV vakcína;meningococcus B, outer membrane vesicle vaccine
J07AH07;N;meningococcus C, purifikovaný polysacharidový antigen konjugovaný;meningococcus C, purified polysaccharides antigen conjugated
J07AH08;N;meningococcus A,C,Y,W-135, tetravakcína, purifikované polysacharidové antigeny konjugované;meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen conjugated
J07AH09;N;meningococcus B, multikomponentní vakcína;meningococcus B, multicomponent vaccine
J07AH10;N;meningococcus A, purifikovaný polysacharidový antigen konjugovaný;meningococcus A, purified polysaccharides antigen conjugated
J07AH11;N;meningococcus  A,B,C,Y,W-135, pentavakcína, purifikované polysacharidové antigeny konjugované a protein vázající faktor H;meningococcus A,B,C,Y,W-135, pentavalent purified polysaccharides antigen conjugated and factor H binding protein
J07AJ;N;Vakcíny proti pertusi;Pertussis vaccines
J07AJ01;N;pertuse, inaktivovaná celobuněčná vakcína;pertussis, inactivated, whole cell
J07AJ02;N;pertuse, purifikovaný antigen;pertussis, purified antigen
J07AJ51;N;pertuse, inaktivovaná celobuněčná vakcína, kombinace s toxoidy;pertussis, inactivated, whole cell, combinations with toxoids
J07AJ52;N;pertuse, purifikovaný antigen, kombinace s toxoidy;pertussis, purified antigen, combinations with toxoids
J07AK;N;Vakcíny proti moru;Plague vaccines
J07AK01;N;mor, inaktivovaná celobuněčná vakcína;plague, inactivated, whole cell
J07AL;N;Vakcíny proti pneumokokovým infekcím;Pneumococcal vaccines
J07AL01;N;pneumococcus, purifikované polysacharidové antigeny;pneumococcus, purified polysaccharides antigen
J07AL02;N;pneumococcus, purifikované polysacharidové antigeny konjugované;pneumococcus, purified polysaccharides antigen conjugated
J07AL52;N;pneumococcus, purifikované polysacharidové antigeny a haemophilus influenzae, konjugovaná vakcína;pneumococcus purified polysaccharides antigen and haemophilus influenzae, conjugated
J07AM;N;Vakcíny proti tetanu;Tetanus vaccines
J07AM01;N;tetanový toxoid;tetanus toxoid
J07AM51;N;tetanový toxoid, kombinace s difterickým toxoidem;tetanus toxoid, combinations with diphtheria toxoid
J07AM52;N;tetanový toxoid, kombinace s imunoglobulinem proti tetanu;tetanus toxoid, combinations with tetanus immunoglobulin
J07AN;N;Vakcíny proti tuberkulóze;Tuberculosis vaccines
J07AN01;N;tuberkulóza, živá atenuovaná vakcína;tuberculosis, live attenuated
J07AP;N;Vakcíny proti břišnímu tyfu;Typhoid vaccines
J07AP01;N;břišní tyfus, perorální živá atenuovaná vakcína;typhoid, oral, live attenuated
J07AP02;N;břišní tyfus, inaktivovaná celobuněčná vakcína;typhoid, inactivated, whole cell
J07AP03;N;břišní tyfus, purifikovaný polysacharidový antigen;typhoid, purified polysaccharide antigen
J07AP10;N;břišní tyfus, kombinace s paratyfem;typhoid, combinations with paratyphi types
J07AR;N;Vakcíny proti skvrnitému tyfu;Typhus (exanthematicus) vaccines
J07AR01;N;skvrnitý tyfus, inaktivovaná celobuněčná vakcína;typhus exanthematicus, inactivated, whole cell
J07AX;N;Jiné bakteriální vakcíny;Other bacterial vaccines
J07AX01;N;vakcíny proti leptospiróze;leptospira vaccines
J07B;N;VIROVÉ VAKCÍNY;VIRAL VACCINES
J07BA;N;Vakcíny proti virové encefalitidě;Encephalitis vaccines
J07BA01;N;klíšťová encefalitida, inaktivovaný celý virus;encephalitis, tick borne, inactivated, whole virus
J07BA02;N;japonská encefalitida, inaktivovaný celý virus;encephalitis, Japanese, inactivated, whole virus
J07BA03;N;japonská encefalitida, živý atenuovaný virus;encephalitis, Japanese, live attenuated
J07BB;N;Vakcíny proti chřipce;Influenza vaccines
J07BB01;N;chřipka, inaktivovaný celý virus;influenza, inactivated, whole virus
J07BB02;N;chřipka, inaktivovaná vakcína, štěpený virus nebo povrchový antigen;influenza, inactivated, split virus or surface antigen
J07BB03;N;chřipka, živý atenuovaný virus;influenza, live attenuated
J07BB04;N;chřipka, viru podobné částice;influenza, virus like particles
J07BB05;N;chřipka, RNA vakcína;influenza, RNA-based vaccine
J07BC;N;Vakcíny proti hepatitidě;Hepatitis vaccines
J07BC01;N;hepatitida B, purifikovaný antigen;hepatitis B, purified antigen
J07BC02;N;hepatitida A, inaktivovaný celý virus;hepatitis A, inactivated, whole virus
J07BC20;N;kombinace vakcín proti hepatitidě;combinations
J07BD;N;Vakcíny proti spalničkám;Measles vaccines
J07BD01;N;spalničky, živý atenuovaný virus;measles, live attenuated
J07BD51;N;spalničky, kombinace s příušnicemi, živá atenuovaná vakcína;measles, combinations with mumps, live attenuated
J07BD52;N;spalničky-příušnice-zarděnky, živá atenuovaná vakcína;measles, combinations with mumps and rubella, live attenuated
J07BD53;N;spalničky, kombinace se zarděnkami, živá atenuovaná vakcína;measles, combinations with rubella, live attenuated
J07BD54;N;spalničky-příušnice-zarděnky-plané neštovice, živá atenuovaná vakcína;measles, combinations with mumps, rubella and varicella, live attenuated
J07BE;N;Vakcíny proti příušnicím;Mumps vaccines
J07BE01;N;příušnice, živý atenuovaný virus;mumps, live attenuated
J07BF;N;Vakcíny proti poliomyelitidě;Poliomyelitis vaccines
J07BF01;N;poliomyelitida, perorální monovalentní vakcína, živý atenuovaný virus;poliomyelitis oral, monovalent, live attenuated
J07BF02;N;poliomyelitida, perorální trivalentní vakcína, živý atenuovaný virus;poliomyelitis oral, trivalent, live attenuated
J07BF03;N;poliomyelitida, trivalentní vakcína, inaktivovaný celý virus;poliomyelitis, trivalent, inactivated, whole virus
J07BF04;N;poliomyelitida, perorální bivalentní vakcína, živý atenuovaný virus;poliomyelitis oral, bivalent, live attenuated
J07BG;N;Vakcíny proti vzteklině;Rabies vaccines
J07BG01;N;vzteklina, inaktivovaný celý virus;rabies, inactivated, whole virus
J07BH;N;Vakcíny proti rotavirovým průjmovým infekcím;Rota virus diarrhea vaccines
J07BH01;N;rotavirus, živý atenuovaný virus;rota virus, live attenuated
J07BH02;N;rotavirus, pentavalentní vakcína, živý, přetříděný virus;rota virus, pentavalent, live, reassorted
J07BJ;N;Vakcíny proti zarděnkám;Rubella vaccines
J07BJ01;N;zarděnky, živý atenuovaný virus;rubella, live attenuated
J07BJ51;N;zarděnky, kombinace s příušnicemi, živá atenuovaná vakcína;rubella, combinations with mumps, live attenuated
J07BK;N;Vakcíny proti infekcím vyvolaným virem varicella-zoster;Varicella zoster vaccines
J07BK01;N;plané neštovice, živý atenuovaný virus;varicella, live attenuated
J07BK02;N;zoster, živý atenuovaný virus;zoster, live attenuated
J07BK03;N;zoster, purifikovaný antigen;zoster, purified antigen
J07BL;N;Vakcíny proti žluté zimnici;Yellow fever vaccines
J07BL01;N;žlutá zimnice, živý atenuovaný virus;yellow fever, live attenuated
J07BM;N;Vakcíny proti papilomaviru;Papillomavirus vaccines
J07BM01;N;papilomavirus lidský (typ 6, 11, 16, 18);papillomavirus (human types 6, 11, 16, 18)
J07BM02;N;papilomavirus lidský (typ 16, 18);papillomavirus (human types 16, 18)
J07BM03;N;protein lidského papillomaviru typu 6, 11, 16, 18, 31, 33, 45, 52, 58);papillomavirus (human types 6, 11, 16, 18, 31, 33, 45, 52, 58)
J07BN;N;Vakcíny proti covid-19;Covid-19 vaccines
J07BN01;N;covid-19, RNA vakcína;covid-19, RNA-based vaccine
J07BN02;N;covid-19, nereplikující se virový vektor;covid-19, viral vector, non-replicating
J07BN03;N;covid-19, inaktivovaný virus;covid-19, inactivated virus
J07BN04;N;covid-19, proteinová podjednotka;covid-19, protein subunit
J07BN05;N;covid-19, virům podobné částice;covid-19, virus-like particles
J07BX;N;Jiné virové vakcíny;Other viral vaccines
J07BX01;N;vakcíny proti pravým a opičím neštovicím;smallpox and monkeypox vaccines
J07BX02;N;vakcíny proti ebole;ebola vaccines
J07BX04;N;vakcíny proti infekcím vyvolaným virem dengue;dengue virus vaccines
J07BX05;N;vakcíny proti infekcím vyvolaným respiračním syncytiálním virem;respiratory syncytial virus vaccines
J07BX06;N;vakcíny proti infekcím vyvolaným enterovirem 71;enterovirus 71 vaccines
J07C;N;BAKTERIÁLNÍ A VIROVÉ VAKCÍNY, KOMBINOVANÉ;BACTERIAL AND VIRAL VACCINES, COMBINED
J07CA;N;Bakteriální a virové vakcíny, kombinované;Bacterial and viral vaccines, combined
J07CA01;N;difterie-poliomyelitida-tetanus;diphtheria-poliomyelitis-tetanus
J07CA02;N;difterie-pertuse-poliomyelitida-tetanus;diphtheria-pertussis-poliomyelitis-tetanus
J07CA03;N;difterie-rubeola-tetanus;diphtheria-rubella-tetanus
J07CA04;N;haemophilus influenzae b-poliomyelitida;haemophilus influenzae B and poliomyelitis
J07CA05;N;difterie-hepatitida B-pertuse-tetanus;diphtheria-hepatitis B-pertussis-tetanus
J07CA06;N;difterie-haemophilus influenzae B-pertuse-poliomyelitida-tetanus;diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus
J07CA07;N;difterie-hepatitida B-tetanus;diphtheria-hepatitis B-tetanus
J07CA08;N;haemophilus influenzae B-hepatitida B;haemophilus influenzae B and hepatitis B
J07CA09;N;difterie-haemophilus influenzae B-pertuse-poliomyelida-tetanus-hepatitida B;diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus-hepatitis B
J07CA10;N;břišní tyfus-hepatitida A;typhoid-hepatitis A
J07CA11;N;difterie-haemophilus influenzae B-pertuse-tetanus-hepatitida B;diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B
J07CA12;N;difterie-pertuse-poliomyelitida-tetanus-hepatitida B;diphtheria-pertussis-poliomyelitis-tetanus-hepatitis B
J07CA13;N;difterie-haemophulus influenzae B-pertuse-tetanus-hepatitida B-meningococcus A+C;diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B-meningococcus A + C
J07X;N;JINÉ VAKCÍNY;OTHER VACCINES
J07XA;N;Parazitární vakcíny;Parasitic vaccines
J07XA01;N;vakcíny proti malárii;malaria vaccines
L;N;CYTOSTATIKA A IMUNOMODULAČNÍ LÉČIVA;ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01;N;CYTOSTATIKA;ANTINEOPLASTIC AGENTS
L01A;N;ALKYLAČNÍ LÁTKY;ALKYLATING AGENTS
L01AA;N;Analoga dusíkatého yperitu;Nitrogen mustard analogues
L01AA01;N;cyklofosfamid;cyclophosphamide
L01AA02;N;chlorambucil;chlorambucil
L01AA03;N;melfalan;melphalan
L01AA05;N;chlormethin;chlormethine
L01AA06;N;ifosfamid;ifosfamide
L01AA07;N;trofosfamid;trofosfamide
L01AA08;N;prednimustin;prednimustine
L01AA09;N;bendamustin;bendamustine
L01AA10;N;melfalan-flufenamid;melphalan flufenamide
L01AB;N;Alkylsulfonáty;Alkyl sulfonates
L01AB01;N;busulfan;busulfan
L01AB02;N;treosulfan;treosulfan
L01AB03;N;mannosulfan;mannosulfan
L01AC;N;Ethyleniminy;Ethylene imines
L01AC01;N;thiotepa;thiotepa
L01AC02;N;triazichon;triaziquone
L01AC03;N;karbochon;carboquone
L01AD;N;Deriváty nitrosomočoviny;Nitrosoureas
L01AD01;N;karmustin;carmustine
L01AD02;N;lomustin;lomustine
L01AD03;N;semustin;semustine
L01AD04;N;streptozocin;streptozocin
L01AD05;N;fotemustin;fotemustine
L01AD06;N;nimustin;nimustine
L01AD07;N;ranimustin;ranimustine
L01AD08;N;uramustin;uramustine
L01AG;N;Epoxidy;Epoxides
L01AG01;N;etoglucid;etoglucid
L01AX;N;Jiné alkylační látky;Other alkylating agents
L01AX01;N;mitobronitol;mitobronitol
L01AX02;N;pipobroman;pipobroman
L01AX03;N;temozolomid;temozolomide
L01AX04;N;dakarbazin;dacarbazine
L01B;N;ANTIMETABOLITY;ANTIMETABOLITES
L01BA;N;Analoga kyseliny listové;Folic acid analogues
L01BA01;N;methotrexát;methotrexate
L01BA03;N;raltitrexed;raltitrexed
L01BA04;N;pemetrexed;pemetrexed
L01BA05;N;pralatrexat;pralatrexate
L01BB;N;Analoga purinu;Purine analogues
L01BB02;N;merkaptopurin;mercaptopurine
L01BB03;N;thioguanin;tioguanine
L01BB04;N;kladribin;cladribine
L01BB05;N;fludarabin;fludarabine
L01BB06;N;klofarabin;clofarabine
L01BB07;N;nelarabin;nelarabine
L01BC;N;Analoga pyrimidinu;Pyrimidine analogues
L01BC01;N;cytarabin;cytarabine
L01BC02;N;fluoruracil;fluorouracil
L01BC03;N;tegafur;tegafur
L01BC04;N;karmofur;carmofur
L01BC05;N;gemcitabin;gemcitabine
L01BC06;N;kapecitabin;capecitabine
L01BC07;N;azacitidin;azacitidine
L01BC08;N;decitabin;decitabine
L01BC09;N;floxuridin;floxuridine
L01BC52;N;fluoruracil, kombinace;fluorouracil, combinations
L01BC53;N;tegafur, kombinace;tegafur, combinations
L01BC58;N;decitabin, kombinace;decitabine, combinations
L01BC59;N;trifluridin, kombinace;trifluridine, combinations
L01C;N;ROSTLINNÉ ALKALOIDY A JINÁ PŘÍRODNÍ LÉČIVA;PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS
L01CA;N;Vinka alkaloidy a analoga;Vinca alkaloids and analogues
L01CA01;N;vinblastin;vinblastine
L01CA02;N;vinkristin;vincristine
L01CA03;N;vindesin;vindesine
L01CA04;N;vinorelbin;vinorelbine
L01CA05;N;vinflunin;vinflunine
L01CA06;N;vintafolid;vintafolide
L01CB;N;Deriváty podofylotoxinu;Podophyllotoxin derivatives
L01CB01;N;etoposid;etoposide
L01CB02;N;teniposid;teniposide
L01CC;N;Deriváty kolchicinu;Colchicine derivatives
L01CC01;N;demekolcin;demecolcine
L01CD;N;Taxany;Taxanes
L01CD01;N;paklitaxel;paclitaxel
L01CD02;N;docetaxel;docetaxel
L01CD03;N;paklitaxel-poliglumex;paclitaxel poliglumex
L01CD04;N;kabazitaxel;cabazitaxel
L01CD51;N;paklitaxel a encekvidar;paclitaxel and encequidar
L01CE;N;Inhibitory topoizomerázy 1 (TOP 1);Topoisomerase 1 (TOP1) inhibitors
L01CE01;N;topotekan;topotecan
L01CE02;N;irinotekan;irinotecan
L01CE03;N;etirinotekan pegol;etirinotecan pegol
L01CE04;N;belotekan;belotecan
L01CX;N;Jiné rostlinné alkaloidy a přírodní léčiva;Other plant alkaloids and natural products
L01CX01;N;trabektedin;trabectedin
L01D;N;CYTOTOXICKÁ ANTIBIOTIKA A PŘÍBUZNÉ LÁTKY;CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES
L01DA;N;Aktinomyciny;Actinomycines
L01DA01;N;daktinomycin;dactinomycin
L01DB;N;Antracykliny a příbuzné látky;Anthracyclines and related substances
L01DB01;N;doxorubicin;doxorubicin
L01DB02;N;daunorubicin;daunorubicin
L01DB03;N;epirubicin;epirubicin
L01DB04;N;aklarubicin;aclarubicin
L01DB05;N;zorubicin;zorubicin
L01DB06;N;idarubicin;idarubicin
L01DB07;N;mitoxantron;mitoxantrone
L01DB08;N;pirarubicin;pirarubicin
L01DB09;N;valrubicin;valrubicin
L01DB10;N;amrubicin;amrubicin
L01DB11;N;pixantron;pixantrone
L01DC;N;Jiná cytotoxická antibiotika;Other cytotoxic antibiotics
L01DC01;N;bleomycin;bleomycin
L01DC02;N;plikamycin;plicamycin
L01DC03;N;mitomycin;mitomycin
L01DC04;N;ixabepilon;ixabepilone
L01DC05;N;utidelon;utidelone
L01E;N;INHIBITORY PROTEINKINÁZ;PROTEIN KINASE INHIBITORS
L01EA;N;Tyrosinkinázové inhibitory BCR-ABL;BCR-ABL tyrosine kinase inhibitors
L01EA01;N;imatinib;imatinib
L01EA02;N;dasatinib;dasatinib
L01EA03;N;nilotinib;nilotinib
L01EA04;N;bosutinib;bosutinib
L01EA05;N;ponatinib;ponatinib
L01EA06;N;asciminib;asciminib
L01EB;N;Tyrosinkinázové inhibitory receptoru pro epidermální růstový faktor (EGFR);Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors
L01EB01;N;gefitinib;gefitinib
L01EB02;N;erlotinib;erlotinib
L01EB03;N;afatinib;afatinib
L01EB04;N;osimertinib;osimertinib
L01EB05;N;rociletinib;rociletinib
L01EB06;N;olmutinib;olmutinib
L01EB07;N;dakomitinib;dacomitinib
L01EB08;N;ikotinib;icotinib
L01EB09;N;lazertinib;lazertinib
L01EB10;N;mobocertinib;mobocertinib
L01EB11;N;aumolertinib;aumolertinib
L01EC;N;Inhibitory B-Raf serin-threoninové kinázy (BRAF);B-Raf serine-threonine kinase (BRAF) inhibitors
L01EC01;N;vemurafenib;vemurafenib
L01EC02;N;dabrafenib;dabrafenib
L01EC03;N;enkorafenib;encorafenib
L01ED;N;Inhibitory kinázy anaplastického lymfomu (ALK);Anaplastic lymphoma kinase (ALK) inhibitors
L01ED01;N;krizotinib;crizotinib
L01ED02;N;ceritinib;ceritinib
L01ED03;N;alektinib;alectinib
L01ED04;N;brigatinib;brigatinib
L01ED05;N;lorlatinib;lorlatinib
L01EE;N;Inhibitory mitogenem aktivované proteinkinázy (MEK);Mitogen-activated protein kinase (MEK) inhibitors
L01EE01;N;trametinib;trametinib
L01EE02;N;kobimetinib;cobimetinib
L01EE03;N;binimetinib;binimetinib
L01EE04;N;selumetinib;selumetinib
L01EE05;N;mirdametinib;mirdametinib
L01EF;N;Inhibitory cyklin-dependentní kinázy (CDK);Cyclin-dependent kinase (CDK) inhibitors
L01EF01;N;palbociklib;palbociclib
L01EF02;N;ribociklib;ribociclib
L01EF03;N;abemaciklib;abemaciclib
L01EG;N;Inhibitory mTOR (mammalian target of rapamycin) kinázy;Mammalian target of rapamycin (mTOR) kinase inhibitors
L01EG01;N;temsirolimus;temsirolimus
L01EG02;N;everolimus;everolimus
L01EG03;N;ridaforolimus;ridaforolimus
L01EG04;N;sirolimus;sirolimus
L01EH;N;Tyrosinkinázové inhibitory receptoru 2 pro epidermální růstový faktor (HER2);Human epidermal growth factor receptor 2 (HER2) tyrosine kinase inhibitors
L01EH01;N;lapatinib;lapatinib
L01EH02;N;neratinib;neratinib
L01EH03;N;tukatinib;tucatinib
L01EJ;N;Inhibitory Janus kináz (JAK);Janus-associated kinase (JAK) inhibitors
L01EJ01;N;ruxolitinib;ruxolitinib
L01EJ02;N;fedratinib;fedratinib
L01EJ03;N;pacritinib;pacritinib
L01EJ04;N;momelotinib;momelotinib
L01EK;N;Tyrosinkinázové inhibitory receptoru pro vaskulární endoteliální růstový faktor (VEGFR);Vascular endothelial growth factor receptor (VEGFR) tyrosine kinase inhibitors
L01EK01;N;axitinib;axitinib
L01EK02;N;cediranib;cediranib
L01EK03;N;tivozanib;tivozanib
L01EK04;N;fruchintinib;fruquintinib
L01EL;N;Inhibitory Brutonovy tyrosinkinázy (BTK);Bruton's tyrosine kinase (BTK) inhibitors
L01EL01;N;ibrutinib;ibrutinib
L01EL02;N;akalabrutinib;acalabrutinib
L01EL03;N;zanubrutinib;zanubrutinib
L01EL04;N;orelabrutinib;orelabrutinib
L01EL05;N;pirtobrutinib;pirtobrutinib
L01EL06;N;tirabrutinib;tirabrutinib
L01EM;N;Inhibitory fosfatidylinositol-3-kinázy (Pi3K);Phosphatidylinositol-3-kinase (Pi3K) inhibitors
L01EM01;N;idelalisib;idelalisib
L01EM02;N;kopanlisib;copanlisib
L01EM03;N;alpelisib;alpelisib
L01EM04;N;duvelisib;duvelisib
L01EM05;N;parsaklisib;parsaclisib
L01EN;N;Inhibitory tyrosinkinázy receptoru pro fibroblastový růstový faktor (FGFR);Fibroblast growth factor receptor (FGFR) tyrosine kinase inhibitors
L01EN01;N;erdafitinib;erdafitinib
L01EN02;N;pemigatinib;pemigatinib
L01EN03;N;infigratinib;infigratinib
L01EN04;N;futibatinib;futibatinib
L01EX;N;Jiné inhibitory proteinkináz;Other protein kinase inhibitors
L01EX01;N;sunitinib;sunitinib
L01EX02;N;sorafenib;sorafenib
L01EX03;N;pazopanib;pazopanib
L01EX04;N;vandetanib;vandetanib
L01EX05;N;regorafenib;regorafenib
L01EX06;N;masitinib;masitinib
L01EX07;N;kabozantinib;cabozantinib
L01EX08;N;lenvatinib;lenvatinib
L01EX09;N;nintedanib;nintedanib
L01EX10;N;midostaurin;midostaurin
L01EX11;N;chizartinib;quizartinib
